employee_id,department,performance_rating,years_experience,tenure_years,education_level,remote_days_per_week,office_zip,regional_unemployment,cost_of_living_idx,base_salary,bonus_pay,hourly_contractor_rate,hire_date
101569,Sales,High,5,5,Bachelors,3,74492,3.61,89.3,54397.46,5227.53,$57.86,2023-04-05
101570,Sales,High,13,4,PhD,4,77343,4.02,117.7,,6762.27,19.77,2016-04-16
101571,Finance,Medium,8,0,Masters,2,55584,4.33,97.9,68771.92,3149.94,USD 49.61,2014-12-21
101572,Engineering,Medium,3,3,Bachelors,3,26959,4.26,93.6,63634.56,2819.27,usd 40.59,2021-09-30
101573,Engineering,Low,11,10,Bachelors,0,32828,3.51,125.3,83288.26,1362.33,$54.71,2015-06-22
101574,Sales,Medium,11,8,Masters,2,28199,4.22,117.7,80794.52,4522.7,usd 72.19,2018-09-18
101575,Engineering,Low,3,2,Bachelors,2,80493,3.92,104.4,69422.46,1149.99,,2019-11-15
101576,engineering,High,10,0,Bachelors,1,23370,3.69,114.2,81631.66,5010.86,47.33,2014-11-27
101577,Sales,,6,0,Bachelors,4,39889,3.61,118.0,78390.01,,,2023-05-13
101578,Engineering,Medium,0,0,Masters,3,50290,4.47,82.1,63086.93,3406.03,usd 50.00,2017-11-29
101579,Sales,,0,0,Masters,2,65486,6.05,95.8,46732.47,,usd 52.31,2018-12-23
101580,Engineering,Medium,8,4,Bachelors,2,70566,3.34,76.8,67500.98,3201.73,usd 68.66,2020-09-15
101581,Sales,Low,5,3,Masters,2,98463,4.76,96.4,59842.53,752.39,59.83,2014-01-06
101582,Sales,Medium,12,8,Bachelors,1,90662,3.56,92.1,62835.88,1904.98,USD 44.94,2020-05-25
101583, finance,Low,9,7,Masters,1,82057,4.71,124.3,83775.9,3262.44,,2022-03-05
101584,Sales,Medium,1,1,Masters,2,11308,3.29,136.9,72047.5,3356.43,usd 34.56,2023-06-02
101585,Engineering,Low,11,2,Bachelors,5,10884,4.2,79.4,76319.57,29.08,usd 49.72,2012-10-29
101586,sales,Medium,9,1,Bachelors,2,13241,4.45,119.3,70317.86,4963.16,usd 68.86,2023-06-27
101587,Sales,,0,0,Bachelors,3,34085,3.97,131.0,75232.01,,usd 44.39,2025-10-14
101588,Sales ,,6,3,PhD,3,49442,3.09,98.4,75147.68,,$38.23,2022-03-06
101589,Finance,Medium,4,4,Bachelors,2,39002,4.19,80.1,58767.49,0.0,usd 54.31,2013-04-16
101590,engineering,High,0,0,Bachelors,3,11711,3.92,100.7,60075.58,5011.83,48.76,2018-07-04
101591,Engineering,Medium,6,2,Bachelors,0,13277,4.95,92.5,56254.89,2456.31,usd 43.40,2025-01-06
101592,Finance,Medium,13,2,Bachelors,3,97995,4.61,115.3,82090.83,5840.25,usd 75.21,2025-03-12
101593, finance,,9,0,Bachelors,2,87313,3.59,93.1,66199.09,,usd 46.33,2021-12-03
101594,Sales,Medium,6,5,Bachelors,0,70380,4.05,62.7,,1438.79,usd 63.37,2024-10-28
101595,Finance,Medium,17,4,Bachelors,3,35927,4.22,143.5,90659.14,4418.38,,2023-06-14
101596,Engineering,Low,8,7,Bachelors,5,56750,5.21,130.0,79010.41,1751.13,usd 31.53,2025-04-12
101597,Finance,Medium,3,0,Bachelors,4,47976,3.85,112.2,63098.56,3635.98,USD 45.83,2021-08-31
101598,Finance,Medium,7,5,PhD,0,58191,4.46,99.9,70513.35,2125.9,47.09,2012-09-15
101599,Finance,Medium,7,0,Bachelors,4,21981,3.98,91.9,61282.93,3357.74,usd 60.55,2017-05-08
101600,engineering,High,8,6,PhD,0,50103,5.35,134.9,92577.13,7166.87,,2017-08-17
101601,Finance,Medium,6,5,Bachelors,0,18049,3.94,100.2,61641.89,3295.26,USD 65.09,2021-06-15
101602,Sales,Medium,5,4,Bachelors,1,32717,4.63,123.0,68613.26,3940.06,usd 48.01,2020-08-05
101603,Engineering,Medium,4,4,Bachelors,4,82999,4.98,100.0,61114.57,3719.88,$45.66,2013-08-01
101604,FINANCE,High,6,3,Bachelors,3,90743,5.18,120.2,79958.54,7451.12,,2024-04-18
101605,Engineering,Medium,8,2,Masters,2,86662,3.93,112.8,90460.63,2454.29,61.07,2024-04-27
101606,Engineering,Medium,10,2,Bachelors,1,10393,3.96,137.5,90943.06,5408.0,USD 33.56,2015-07-27
101607,Finance,High,7,7,Masters,4,98925,4.53,63.7,76940.97,6760.08,usd 60.09,2014-03-04
101608,Finance,Medium,1,1,Bachelors,4,59225,4.68,77.8,58557.57,3343.71,$42.74,2017-10-01
101609,Finance,Medium,9,4,Bachelors,5,98463,4.76,96.4,74424.03,4460.02,usd 47.62,2019-11-07
101610,Sales,Low,3,3,PhD,1,66129,4.4,125.2,77073.09,375.04,61.71,2012-02-16
101611,Engineering,Medium,7,1,Bachelors,1,70541,4.05,124.2,81095.75,6289.57,,2014-11-04
101612,Sales,Medium,12,3,Bachelors,1,88935,3.64,93.9,60948.95,903.15,USD 49.15,2014-02-08
101613,Engineering,Low,3,2,Bachelors,5,91421,4.57,93.7,59396.46,1726.48,52.08,2013-08-03
101614, finance,Medium,11,0,Bachelors,3,95444,3.99,91.2,,4393.55,,2025-11-08
101615,Finance,Medium,6,2,PhD,2,17618,4.19,90.4,70694.71,2230.92,USD 65.14,2020-07-17
101616,Engineering,Low,13,4,Masters,3,37332,3.62,107.2,85305.04,945.54,usd 27.27,2022-08-19
101617,Engineering,High,8,2,Masters,4,74461,5.48,140.2,,7074.86,usd 31.89,2021-06-19
101618,Finance,Medium,11,5,Bachelors,4,69952,4.16,115.3,81489.52,4804.5,$55.39,2012-01-11
101619,Engineering ,High,15,6,Bachelors,1,65221,5.09,127.9,104085.97,7998.09,,2018-01-18
101620,Engineering,Low,6,6,Masters,4,74013,3.9,86.3,70787.12,1618.44,USD 55.72,2023-09-16
101621,Sales,High,10,7,Bachelors,2,57409,3.37,105.7,78263.45,4853.52,,2020-07-15
101622,Engineering,,14,6,Bachelors,0,42813,3.26,119.9,104890.6,,50.96,2013-02-03
101623,Engineering,High,13,8,Masters,0,79423,4.37,129.2,100398.79,7290.2,usd 52.29,2016-12-03
101624,Engineering,Medium,7,0,Masters,4,87021,4.15,81.2,75965.93,3965.25,71.68,2024-02-29
101625,SALES,High,9,4,Bachelors,0,84937,5.15,96.9,64038.08,5983.78,$18.00,2017-05-08
101626,Sales,High,8,3,Bachelors,3,74796,4.28,147.5,93683.1,7636.81,,2023-02-28
101627,FINANCE,Low,4,3,Bachelors,5,56750,5.21,130.0,58793.39,0.0,,2025-03-20
101628,Finance,Medium,3,3,Bachelors,1,18979,4.93,109.4,66933.1,3558.07,,2019-05-03
101629, finance,Medium,6,0,Bachelors,0,46624,4.57,82.2,45708.06,847.27,usd 25.46,2015-04-02
101630,Finance,Medium,9,2,Bachelors,3,71278,3.47,106.8,91642.84,4631.39,USD 53.74,2022-07-11
101631,Sales,High,8,0,Bachelors,1,35927,4.22,143.5,82868.5,7633.55,,2014-12-23
101632,Finance,High,10,6,Masters,2,80940,5.07,119.7,75037.67,6802.21,46.80,2023-08-11
101633,Finance,High,2,2,Masters,3,49641,3.53,82.0,65192.94,6190.46,,2021-02-02
101634,Engineering,Medium,12,3,Bachelors,1,56747,4.76,143.3,95568.11,4022.09,usd 26.15,2021-04-16
101635,Engineering,High,9,7,Bachelors,4,32981,3.29,121.7,101756.64,7381.62,usd 44.68,2023-07-03
101636,Sales,,10,3,PhD,3,60086,4.24,136.6,86328.61,,51.68,2024-08-19
101637,Finance,Low,2,2,Masters,1,85860,3.97,80.2,,532.6,$67.66,2022-07-24
101638,Sales,High,3,3,Bachelors,5,22965,3.55,76.8,45396.1,2755.07,$47.20,2021-01-19
101639, finance,High,15,1,PhD,5,21051,4.77,127.5,111664.76,8583.48,$28.47,2019-09-02
101640,Sales,Medium,7,0,Masters,3,50585,4.88,80.1,59960.15,4423.09,usd 60.06,2019-11-28
101641,Engineering,Medium,7,3,Bachelors,5,28532,5.75,115.6,,1825.52,$56.75,2023-07-08
101642,Finance,Medium,13,5,Masters,0,48149,4.76,125.5,89243.43,6330.81,23.91,2021-12-14
101643,engineering,Medium,4,0,Bachelors,5,19843,3.09,114.1,73424.37,4603.51,$56.97,2016-04-06
101644,Engineering,High,8,2,Masters,4,88753,2.48,112.5,,8532.03,47.23,2024-02-21
101645,ENG,High,6,2,Bachelors,1,53062,3.61,98.0,69894.82,5224.19,45.06,2015-05-30
101646,Finance,High,12,5,Bachelors,3,85404,4.21,104.3,88571.32,6804.78,,2023-04-05
101647, Sales,Medium,7,3,Bachelors,0,91285,5.87,112.8,60061.92,1288.31,,2024-12-19
101648,Sales,Medium,0,0,Bachelors,2,88248,4.69,115.7,57525.98,3745.52,,2023-12-23
101649,Sales,High,9,4,Bachelors,5,61099,4.14,145.0,84343.3,7335.79,USD 47.95,2020-07-06
101650,SALES,Medium,5,3,PhD,4,84852,4.28,128.9,57193.22,2952.27,38.80,2019-11-10
101651,engineering,High,3,3,PhD,4,72947,4.08,80.3,66339.74,4093.83,usd 34.69,2024-12-18
101652,Sales,High,13,10,Masters,3,10393,3.96,137.5,105560.64,10056.06,USD 37.93,2023-06-29
101653,Sales,,9,1,PhD,3,89028,5.17,61.2,42644.35,,61.63,2015-01-18
101654, eng ,Medium,10,2,Masters,2,87038,4.63,83.4,,5034.28,USD 61.78,2015-09-20
101655, eng ,Low,9,1,Bachelors,3,19349,4.04,85.8,64663.58,1785.7,$65.97,2022-01-18
101656,Engineering,Low,5,5,Bachelors,1,53062,3.61,98.0,76942.91,1372.66,,2019-03-01
101657,Sales,,17,5,Bachelors,0,16242,5.12,71.2,78081.06,,65.05,2012-01-03
101658,Sales,Medium,0,0,Bachelors,0,93856,3.8,100.2,43763.85,2219.21,$34.77,2023-06-14
101659,Engineering,High,9,4,Bachelors,5,11967,4.37,79.2,,7423.8,$11.36,2017-05-10
101660,Engineering,High,6,1,Bachelors,4,42813,3.26,119.9,88055.57,5506.59,usd 57.84,2021-08-10
101661,Engineering,High,6,4,Bachelors,3,59320,4.52,87.3,72876.5,4028.58,$37.83,2021-03-10
101662,Finance,High,7,1,Bachelors,1,39476,4.3,101.1,81623.99,8078.77,$52.39,2012-07-12
101663,Finance,Low,3,3,Masters,5,41774,4.82,107.4,61019.88,220.13,65.44,2016-10-03
101664,Sales,Medium,7,7,Masters,2,29330,4.04,88.0,55921.04,2979.34,usd 60.40,2016-04-24
101665,Engineering,Medium,4,1,PhD,4,84823,3.6,96.2,68499.27,3787.66,usd 59.28,2020-04-23
101666, eng ,Medium,8,7,Bachelors,4,19553,4.45,140.1,,3259.44,,2015-06-02
101667,engineering,High,13,0,Bachelors,4,48871,3.78,109.7,97352.18,8269.04,,2025-09-25
101668,Sales,High,1,0,Bachelors,5,74461,5.48,140.2,,7618.57,USD 28.38,2019-06-12
101669, eng ,Medium,9,3,Bachelors,5,94984,3.71,77.8,76978.59,3937.56,80.07,2019-06-01
101670,Engineering,High,8,0,Bachelors,4,95513,4.2,95.1,72016.3,3162.16,$51.95,2021-12-20
101671,Engineering,Medium,11,3,Bachelors,0,13241,4.45,119.3,78454.41,6153.71,$53.97,2014-06-09
101672, eng ,Medium,15,5,Bachelors,0,40311,3.78,97.7,80586.49,3035.85,USD 35.58,2017-03-28
101673,Finance,Medium,0,0,Bachelors,4,19383,4.52,122.4,58868.86,2069.45,$15.10,2014-01-01
101674,engineering,High,6,1,PhD,5,84296,4.14,133.3,96168.27,5921.55,$61.25,2023-03-16
101675,Engineering,High,10,2,Bachelors,1,79423,4.37,129.2,95958.35,10289.22,49.96,2016-10-03
101676,Engineering ,,7,7,Bachelors,3,19409,3.61,102.1,71299.04,,,2015-07-22
101677,Fin.,Medium,8,4,Bachelors,2,79423,4.37,129.2,82366.7,5331.32,$72.07,2013-11-27
101678,Finance,High,6,6,Bachelors,4,30381,4.06,100.5,70131.09,6795.34,,2023-01-17
101679,Finance,Medium,2,2,PhD,5,87336,3.08,68.0,66553.15,5247.51,48.25,2019-07-05
101680,Sales,Low,5,0,Masters,5,75142,4.47,101.4,61864.27,1219.54,usd 55.43,2013-07-20
101681,Finance,Medium,13,4,Bachelors,1,85647,3.82,107.3,81940.79,5073.89,$51.76,2013-04-21
101682,Engineering,Medium,1,1,PhD,0,53378,3.28,136.2,95169.64,4751.24,,2012-11-14
101683,Engineering,Medium,7,4,Bachelors,3,19843,3.09,114.1,79345.71,2291.72,$70.61,2020-06-19
101684,Finance,,3,3,PhD,2,99413,4.56,105.5,78346.66,,27.29,2016-05-07
101685,Finance,Medium,9,0,Masters,2,29167,4.5,98.8,72295.69,3699.19,usd 49.87,2018-06-12
101686,Finance,Low,10,6,Bachelors,5,55538,3.97,98.9,61359.67,1979.18,$55.68,2025-09-23
101687,Engineering,Low,6,3,Masters,2,10884,4.2,79.4,63589.08,1566.62,usd 39.25,2016-02-29
101688,Engineering ,High,3,2,Bachelors,0,82175,4.39,131.6,69188.77,5122.95,41.72,2023-12-25
101689,Engineering,Medium,11,7,Bachelors,4,73986,4.38,71.8,68346.51,3556.8,USD 59.96,2012-09-17
101690,Sales,High,6,5,Bachelors,2,17657,5.25,134.5,78622.01,4492.62,USD 39.47,2015-02-28
101691,Sales,,3,3,Bachelors,3,42646,5.24,122.6,59944.29,,,2023-03-18
101692,Sales,Low,6,5,Bachelors,2,49144,3.7,79.1,49567.64,454.65,USD 51.28,2013-08-06
101693,Finance,Low,9,5,Bachelors,4,28158,5.61,126.4,,2907.33,usd 34.12,2014-12-23
101694,Engineering,Medium,6,6,PhD,2,72977,4.31,103.9,94591.83,3166.9,33.37,2024-08-25
101695,Sales,Low,0,0,Bachelors,4,14432,4.79,122.1,,1913.1,,2021-12-06
101696,Engineering,High,4,2,Bachelors,3,34919,5.37,158.5,100575.69,4113.16,USD 48.82,2023-10-17
101697, finance,Medium,3,3,Bachelors,2,57409,3.37,105.7,48979.31,1769.1,$40.61,2016-12-15
101698,Sales,Medium,0,0,Bachelors,1,89764,4.69,139.3,68712.16,3117.79,50.12,2015-11-25
101699, eng ,High,8,3,Bachelors,4,27182,5.29,152.6,84282.26,7795.71,USD 69.27,2016-09-03
101700,Finance,High,6,3,Bachelors,4,76420,3.6,110.8,75149.16,6137.23,,2018-08-29
101701,ENG,Medium,13,11,Bachelors,5,17848,5.28,135.9,95387.72,5783.68,33.50,2014-05-11
101702,sales,Medium,6,5,Masters,4,58746,4.25,140.2,75577.4,3454.21,,2012-10-19
101703,Finance,Medium,8,1,Bachelors,5,66641,3.43,117.0,75689.46,1979.23,usd 52.09,2019-10-13
101704,Engineering,High,3,3,Bachelors,2,52160,2.62,101.1,71509.07,5990.23,$40.89,2022-10-04
101705,Finance,,6,6,Bachelors,5,65048,4.95,151.3,81978.56,,usd 38.70,2013-05-07
101706,Finance,Medium,5,5,Bachelors,2,44759,3.56,83.4,61603.67,2210.15,$24.60,2023-03-31
101707,sales,Medium,1,1,Masters,2,39104,4.09,106.5,,1925.27,$51.98,2019-09-06
101708,Finance,Low,7,0,Bachelors,2,55390,5.29,104.9,65457.21,1759.27,$39.58,2017-05-09
101709,Engineering,Medium,7,0,Masters,2,91092,4.17,110.7,81958.35,4589.38,$65.12,2013-02-09
101710,Finance,Medium,6,3,PhD,1,35146,4.81,139.0,80571.53,5248.61,,2025-07-11
101711,Finance,High,16,5,Masters,3,73263,4.41,106.2,94373.46,7531.63,46.95,2016-07-20
101712,Sales,Medium,14,4,Masters,2,92816,4.58,111.2,,3224.94,,2017-07-30
101713,Engineering,Medium,7,7,Bachelors,1,84880,4.66,60.6,56627.81,4212.68,usd 73.83,2024-12-11
101714,Fin.,High,0,0,Masters,4,29520,4.33,140.2,,6362.99,usd 41.69,2020-03-30
101715,Finance,High,3,0,Bachelors,3,79909,3.78,152.4,75960.19,8002.92,USD 48.24,2015-08-29
101716,Finance,Medium,9,8,Bachelors,2,96675,4.68,75.4,63968.52,3461.78,$29.51,2021-01-14
101717,Finance,Low,11,5,Bachelors,2,53732,3.21,91.6,,0.0,70.88,2014-07-23
101718,Sales,Low,8,3,Bachelors,4,52366,3.52,101.4,54388.64,0.0,USD 33.47,2014-03-03
101719,Engineering,High,9,7,Bachelors,3,74452,4.0,101.0,89366.59,8877.38,40.62,2012-10-24
101720, finance,Medium,2,2,Masters,1,29520,4.33,140.2,86286.84,4388.0,$46.38,2018-05-09
101721,Sales,Medium,12,8,Masters,4,29713,5.23,110.7,79527.0,3304.78,USD 66.34,2019-08-18
101722,Sales,Medium,10,3,Bachelors,0,78884,3.28,128.5,77354.04,4169.17,USD 42.91,2023-09-27
101723,Finance,Low,5,5,Bachelors,2,20927,4.2,106.3,65794.54,2157.53,44.29,2024-01-13
101724, finance,Medium,7,4,Bachelors,0,30527,5.53,124.5,76951.88,5505.54,,2014-02-12
101725,Finance,Low,2,2,Bachelors,0,44891,2.74,102.5,52267.35,579.72,USD 48.72,2025-07-03
101726,Engineering,Medium,10,4,Bachelors,0,90989,4.75,117.6,86778.81,3624.46,usd 49.74,2021-09-27
101727,sales,High,3,3,Bachelors,3,60765,4.0,96.7,71501.55,6759.71,62.07,2013-09-10
101728,sales,Medium,9,5,Masters,3,74397,3.92,136.1,,2201.34,,2022-12-09
101729,Engineering,Low,3,2,Bachelors,2,13873,4.06,112.3,66358.86,694.57,,2016-08-23
101730,Engineering,Medium,0,0,Bachelors,2,65431,4.05,141.3,75205.1,5117.91,,2013-11-25
101731,Finance,High,7,3,Bachelors,5,46397,3.67,104.5,72967.08,5963.18,$64.26,2013-09-07
101732,Engineering,Medium,3,3,PhD,3,36646,3.98,99.4,73719.83,4175.5,usd 45.97,2022-11-21
101733,Engineering,,16,4,Bachelors,5,13277,4.95,92.5,71618.19,,USD 53.93,2018-05-02
101734,Sales,Medium,4,0,Bachelors,5,41612,5.42,92.1,47664.84,3298.13,$39.75,2013-10-11
101735,Sales,Medium,0,0,Bachelors,2,20219,5.11,141.2,,2692.02,,2013-04-29
101736,Sales,Low,7,7,PhD,4,77889,3.63,116.6,60918.34,723.57,usd 52.43,2021-10-10
101737,Sales,Low,9,2,PhD,3,21910,4.49,102.4,79211.68,866.5,59.48,2014-08-03
101738,Finance,High,7,6,PhD,1,73557,5.38,139.8,96646.95,8175.47,$58.32,2023-11-25
101739,Finance,Medium,3,3,Bachelors,3,79123,4.5,127.5,62408.15,3565.43,usd 87.08,2025-02-25
101740,Engineering,Medium,3,3,Bachelors,5,21910,4.49,102.4,71230.38,3471.95,usd 44.46,2018-07-09
101741,engineering,Medium,7,3,Masters,3,20060,3.11,64.8,64336.31,4352.89,49.78,2018-08-07
101742,ENG,Medium,7,1,Bachelors,3,44153,4.3,89.7,60166.69,2039.3,USD 44.26,2021-03-27
101743,Finance,Medium,7,5,Bachelors,0,16506,4.26,87.1,61944.61,2988.2,,2019-12-09
101744,Engineering,Medium,2,2,Masters,5,44945,2.91,125.4,86108.18,5031.56,usd 66.12,2021-02-16
101745,Sales,,5,5,Masters,5,19352,4.47,147.9,78969.58,,,2021-02-17
101746,Engineering,Medium,7,4,Masters,0,28057,3.92,104.2,69731.65,3599.25,USD 56.20,2015-01-06
101747,Engineering,,6,6,Bachelors,0,18456,3.62,83.6,55290.65,,usd 46.24,2020-01-10
101748,Engineering,High,12,7,Bachelors,3,57409,3.37,105.7,89956.73,9534.12,$87.36,2022-10-09
101749,Sales,High,8,3,Bachelors,3,65609,3.64,77.0,68049.84,5659.56,$26.90,2017-09-02
101750,Engineering,,4,4,Bachelors,4,90111,4.66,67.7,49133.24,,,2023-08-23
101751, finance,Medium,3,3,Masters,5,84823,3.6,96.2,65032.57,3388.98,usd 50.59,2014-09-03
101752,Finance,Medium,9,2,Bachelors,0,58743,5.65,138.6,,3303.64,USD 41.56,2014-11-17
101753,Sales,Low,3,0,Bachelors,1,90662,3.56,92.1,30000.0,579.96,usd 27.46,2016-07-08
101754,Sales,Medium,6,0,Bachelors,5,33599,3.94,103.4,57197.1,1385.86,$39.56,2018-12-11
101755, Sales,Low,8,3,Masters,5,26826,4.37,135.3,72071.02,224.2,USD 61.90,2025-04-17
101756,Finance,,8,2,Bachelors,3,27383,4.29,88.7,,,,2016-11-22
101757,Engineering,Medium,7,2,PhD,5,90968,3.94,91.3,84956.7,5691.25,,2023-05-04
101758,Engineering,Medium,6,5,Bachelors,3,52327,4.0,98.9,69805.52,3589.32,12.81,2023-02-03
101759,sales,Medium,8,2,Bachelors,4,43894,5.2,131.4,,2736.31,$61.76,2025-01-07
101760,Engineering,,8,6,PhD,5,49505,5.27,112.7,87749.98,,23.11,2025-12-14
101761,Engineering,Medium,2,2,Bachelors,5,18456,3.62,83.6,52798.13,2879.63,48.93,2022-06-02
101762,Sales,High,5,3,Masters,1,41774,4.82,107.4,,4064.07,usd 25.15,2016-01-19
101763,Sales,,3,2,Bachelors,0,14789,2.83,90.9,50629.7,,usd 47.45,2025-04-17
101764,Finance,High,6,1,Bachelors,3,56344,4.68,131.3,82057.19,7029.94,56.43,2025-12-09
101765,Sales,,1,1,Bachelors,5,14341,4.36,118.8,53094.15,,$39.33,2023-10-25
101766,Sales ,High,0,0,Bachelors,2,31867,4.94,99.0,64207.26,4294.27,40.96,2025-12-25
101767,Sales,,10,6,Bachelors,3,21913,5.03,114.1,,,USD 20.07,2012-12-23
101768,Sales,Medium,0,0,Masters,1,12220,5.08,83.3,45979.36,1428.97,USD 34.21,2021-05-09
101769,Sales,Low,8,3,Bachelors,4,30527,5.53,124.5,,1749.45,USD 37.95,2025-12-22
101770,Sales,High,4,4,Masters,2,95156,4.27,125.3,88739.4,7773.21,23.66,2020-07-06
101771,Finance,Medium,7,7,Bachelors,5,69276,4.34,100.1,60559.19,1797.28,usd 52.45,2020-04-20
101772,Finance,Low,9,4,Bachelors,3,80297,3.86,123.2,84405.78,1304.79,72.10,2023-01-16
101773,Sales ,,4,4,Bachelors,4,88768,4.61,110.6,71455.71,,usd 67.89,2015-06-17
101774,Fin.,High,7,4,Bachelors,4,89764,4.69,139.3,81777.32,6215.94,39.50,2018-11-14
101775,Finance,Medium,10,5,Bachelors,5,73773,4.97,94.0,68186.96,1650.19,usd 79.14,2023-09-27
101776,Engineering,Medium,11,4,Masters,0,12508,5.23,138.0,95033.59,5611.75,usd 66.85,2018-05-20
101777,Finance,Medium,3,0,Bachelors,3,42646,5.24,122.6,,4797.97,,2016-01-20
101778,ENG,Medium,1,1,Bachelors,1,76921,3.8,103.9,61324.33,2366.89,$37.43,2023-07-29
101779,Finance,High,5,5,Bachelors,3,93550,4.44,132.2,69861.49,5870.67,,2018-08-18
101780,Sales,,1,1,PhD,4,95599,4.47,134.7,68682.01,,48.02,2013-04-16
101781,Sales,Low,2,2,PhD,3,36063,4.91,96.3,41646.24,1681.13,USD 34.97,2024-05-07
101782,Engineering,Medium,3,1,Bachelors,1,79586,4.46,140.2,69724.46,2270.15,$38.29,2014-02-20
101783,ENG,High,8,6,Masters,2,80618,4.09,118.7,89053.88,9440.41,77.69,2019-09-11
101784,Engineering,High,6,1,PhD,3,10169,4.6,138.2,95854.26,10764.42,usd 50.35,2024-08-25
101785,Finance,Medium,18,0,Bachelors,1,66888,3.91,87.8,90024.56,4505.93,,2021-03-19
101786,Sales,Medium,9,2,Masters,0,22965,3.55,76.8,53027.81,2440.49,usd 70.82,2020-08-27
101787,Sales,High,11,1,Masters,1,85860,3.97,80.2,71570.71,4616.2,58.22,2017-04-19
101788,FINANCE,Medium,14,4,Masters,0,17260,4.12,121.9,92033.48,4289.55,$32.19,2018-09-13
101789,Engineering,Low,2,2,Bachelors,2,69431,5.37,129.8,,951.93,,2019-12-22
101790,Sales,Low,6,4,PhD,4,56472,4.0,113.4,57559.89,1014.17,42.93,2013-05-19
101791,Finance,High,10,3,Bachelors,1,92012,5.09,134.4,100244.5,3526.24,$68.81,2017-12-07
101792,SALES,Medium,10,3,Masters,5,59269,4.82,108.3,85591.61,5595.3,$30.53,2021-04-01
101793,Sales,Medium,0,0,Bachelors,0,39325,4.62,119.7,53979.1,3449.74,52.18,2024-06-02
101794,Engineering,Medium,5,4,Bachelors,0,74456,4.86,128.5,91372.27,5448.21,USD 35.42,2022-03-15
101795,engineering,Medium,4,4,Masters,0,48661,3.85,107.9,77119.44,1728.54,48.67,2021-09-10
101796,Sales,Medium,5,5,PhD,0,43191,5.27,104.6,62462.72,2952.62,,2024-06-16
101797,Engineering,,3,3,Bachelors,3,51825,4.22,82.7,55382.42,,$23.07,2022-10-26
101798,Sales,,15,0,Masters,0,91421,4.57,93.7,88169.81,,43.01,2014-12-13
101799,Engineering,Low,7,5,Bachelors,1,70788,3.88,82.6,52140.98,1643.15,usd 47.13,2020-06-13
101800,Engineering,Medium,3,3,Bachelors,1,36646,3.98,99.4,67172.65,3188.48,$61.63,2023-05-23
101801,Engineering,Low,12,11,Bachelors,1,68562,3.91,96.6,79108.58,421.7,$52.36,2012-09-23
101802,Sales,High,13,5,Bachelors,4,15805,3.4,88.6,66900.75,7007.77,usd 49.09,2015-01-04
101803,Finance,Low,8,6,Bachelors,1,56415,3.33,89.9,55195.64,1116.96,usd 52.46,2025-09-20
101804,SALES,Medium,8,8,Bachelors,1,22438,4.49,116.8,79041.6,4006.37,75.11,2016-12-10
101805,Engineering,,9,6,Bachelors,4,41269,4.77,79.9,62044.91,,,2025-03-10
101806,Engineering,High,10,10,Bachelors,3,72226,5.81,117.0,81793.96,9013.52,USD 21.84,2021-02-05
101807,Finance,Medium,11,9,Bachelors,2,38641,3.79,88.8,68251.73,3653.9,45.92,2025-12-17
101808,Finance,Medium,4,2,Bachelors,1,53732,3.21,91.6,59749.35,3025.39,usd 55.38,2024-01-05
101809,Finance,Medium,10,0,Bachelors,4,59269,4.82,108.3,68388.38,3200.25,USD 39.40,2012-12-21
101810,Finance,Low,9,5,Bachelors,3,82175,4.39,131.6,79026.21,1158.51,$60.61,2024-03-11
101811,ENG,Medium,12,3,PhD,2,22102,4.9,127.9,100974.85,4328.15,usd 17.79,2016-01-13
101812,Sales,High,8,3,Masters,4,57055,4.17,70.5,66688.47,5995.21,$60.56,2024-05-12
101813,Engineering,,7,3,Masters,5,16770,5.18,142.0,89396.84,,usd 37.99,2025-08-09
101814,Sales,,7,6,Bachelors,3,29006,3.66,110.6,72194.34,,64.92,2013-02-12
101815,Engineering,Medium,4,0,Bachelors,4,99472,4.08,84.4,60251.55,2415.91,,2018-01-01
101816,Sales,Medium,9,3,PhD,3,55390,5.29,104.9,58314.97,3724.73,USD 49.61,2020-01-31
101817,Finance,High,9,4,Bachelors,4,42813,3.26,119.9,84676.42,5012.12,usd 26.55,2015-08-13
101818,Finance,,9,7,Masters,4,71954,4.69,110.9,72924.96,,usd 46.48,2021-10-07
101819,Engineering,Medium,9,1,Masters,4,16084,4.59,123.4,92633.2,5578.62,16.93,2024-05-13
101820,Finance ,Low,7,3,Bachelors,0,74796,4.28,147.5,72104.74,2102.39,$44.15,2023-06-25
101821,SALES,Low,5,3,Masters,3,82919,3.97,94.5,46139.26,1065.27,40.08,2013-03-01
101822,Engineering,Medium,8,6,Masters,1,45504,4.86,119.3,82797.92,3406.52,usd 60.82,2018-02-01
101823,ENG,Medium,7,3,Masters,4,83605,3.38,93.0,80147.32,5825.37,usd 27.00,2023-03-13
101824,sales,Medium,8,4,Bachelors,2,15056,4.33,99.2,,835.07,usd 53.91,2025-04-26
101825,Engineering ,,6,4,Bachelors,3,72209,4.37,113.2,85655.18,,$50.27,2017-03-21
101826,Sales,Medium,10,9,PhD,2,32094,3.85,95.8,81425.35,3102.81,,2014-04-08
101827,Sales,Medium,6,4,Bachelors,1,48699,4.45,97.0,71110.43,4343.31,USD 48.05,2014-01-03
101828,Sales,High,2,2,Masters,5,29006,3.66,110.6,58180.84,3169.52,USD 61.79,2017-07-01
